forecast_generated_at,forecast_for,lead_hours,city,forecast_temperature_c,forecast_rain_probability_pct,forecast_precipitation_mm,forecast_weather_code
2026-08-27 18:18:02.107813,2026-08-28 20:00:00,25.69941449638889,Raipur,25.9,59,0.8,53
2026-08-27 18:18:02.107813,2026-08-28 21:00:00,26.69941449638889,Raipur,25.6,52,0.7,53
2026-08-27 18:18:02.107813,2026-08-28 22:00:00,27.69941449638889,Raipur,25.3,45,0.4,51
2026-08-27 18:18:02.107813,2026-08-28 23:00:00,28.69941449638889,Raipur,25.1,39,0.2,51
2026-08-27 18:18:02.107813,2026-08-29 00:00:00,29.69941449638889,Raipur,24.7,36,0.2,51
2026-08-27 18:18:02.107813,2026-08-29 01:00:00,30.69941449638889,Raipur,24.5,34,0.0,3
2026-08-27 18:18:02.107813,2026-08-29 02:00:00,31.69941449638889,Raipur,24.4,33,0.0,3
2026-08-27 18:18:02.107813,2026-08-29 03:00:00,32.69941449638889,Raipur,24.4,34,0.0,3
2026-08-27 18:18:02.107813,2026-08-29 04:00:00,33.69941449638889,Raipur,24.5,36,0.0,3
2026-08-27 18:18:02.107813,2026-08-29 05:00:00,34.69941449638889,Raipur,24.6,39,0.0,3
2026-08-27 18:18:02.107813,2026-08-29 06:00:00,35.69941449638889,Raipur,24.6,43,0.4,51
2026-08-27 18:18:02.107813,2026-08-29 07:00:00,36.69941449638888,Raipur,24.9,49,1.4,80
2026-08-27 18:18:02.107813,2026-08-29 08:00:00,37.69941449638888,Raipur,25.6,55,1.3,80
2026-08-27 18:18:02.107813,2026-08-29 09:00:00,38.69941449638888,Raipur,25.9,62,1.2,95
2026-08-27 18:18:02.107813,2026-08-29 10:00:00,39.69941449638888,Raipur,27.1,70,0.4,95
2026-08-27 18:18:02.107813,2026-08-29 11:00:00,40.69941449638888,Raipur,27.4,75,0.5,95
2026-08-27 18:18:02.107813,2026-08-29 12:00:00,41.69941449638888,Raipur,28.7,77,0.4,95
2026-08-27 18:18:02.107813,2026-08-29 13:00:00,42.69941449638888,Raipur,29.4,76,0.3,95
2026-08-27 18:18:02.107813,2026-08-29 14:00:00,43.69941449638888,Raipur,27.6,76,2.5,96
2026-08-27 18:18:02.107813,2026-08-29 15:00:00,44.69941449638888,Raipur,26.7,78,4.7,96
2026-08-27 18:18:02.107813,2026-08-29 16:00:00,45.69941449638888,Raipur,26.3,81,1.7,80
2026-08-27 18:18:02.107813,2026-08-29 17:00:00,46.69941449638888,Raipur,25.9,82,0.7,53
2026-08-27 18:18:02.107813,2026-08-29 18:00:00,47.69941449638888,Raipur,25.4,78,0.9,53
2026-08-27 18:18:02.107813,2026-08-29 19:00:00,48.69941449638888,Raipur,25.4,72,1.3,80
2026-08-27 18:18:02.107813,2026-08-29 20:00:00,49.69941449638888,Raipur,25.1,67,1.2,55
2026-08-27 18:18:02.107813,2026-08-29 21:00:00,50.69941449638888,Raipur,24.8,65,1.3,80
2026-08-27 18:18:02.107813,2026-08-29 22:00:00,51.69941449638888,Raipur,24.8,64,1.3,80
2026-08-27 18:18:02.107813,2026-08-29 23:00:00,52.69941449638888,Raipur,24.8,65,1.3,80
2026-08-27 18:18:02.107813,2026-08-30 00:00:00,53.69941449638888,Raipur,24.9,68,0.9,53
2026-08-27 18:18:02.107813,2026-08-30 01:00:00,54.69941449638888,Raipur,24.8,72,0.4,51
2026-08-27 18:18:02.107813,2026-08-30 02:00:00,55.69941449638888,Raipur,24.6,76,0.6,53
2026-08-27 18:18:02.107813,2026-08-30 03:00:00,56.69941449638888,Raipur,24.5,78,0.5,53
2026-08-27 18:18:02.107813,2026-08-30 04:00:00,57.69941449638888,Raipur,24.5,80,1.3,80
2026-08-27 18:18:02.107813,2026-08-30 05:00:00,58.69941449638888,Raipur,24.6,82,1.6,80
2026-08-27 18:18:02.107813,2026-08-30 06:00:00,59.69941449638888,Raipur,24.6,84,3.6,81
2026-08-27 18:18:02.107813,2026-08-30 07:00:00,60.69941449638888,Raipur,24.7,85,4.6,81
2026-08-27 18:18:02.107813,2026-08-30 08:00:00,61.69941449638888,Raipur,24.8,86,2.3,80
2026-08-27 18:18:02.107813,2026-08-30 09:00:00,62.69941449638888,Raipur,25.5,85,1.1,55
2026-08-27 18:18:02.107813,2026-08-30 10:00:00,63.69941449638888,Raipur,25.5,83,1.4,80
2026-08-27 18:18:02.107813,2026-08-30 11:00:00,64.69941449638888,Raipur,25.3,82,3.3,81
2026-08-27 18:18:02.107813,2026-08-30 12:00:00,65.69941449638888,Raipur,25.1,82,3.4,81
2026-08-27 18:18:02.107813,2026-08-30 13:00:00,66.69941449638888,Raipur,25.0,82,0.6,53
2026-08-27 18:18:02.107813,2026-08-30 14:00:00,67.69941449638888,Raipur,25.2,82,4.2,95
2026-08-27 18:18:02.107813,2026-08-30 15:00:00,68.69941449638888,Raipur,25.8,82,3.3,95
2026-08-27 18:18:02.107813,2026-08-30 16:00:00,69.69941449638888,Raipur,25.9,81,1.6,80
2026-08-27 18:18:02.107813,2026-08-30 17:00:00,70.69941449638888,Raipur,25.4,80,2.3,80
2026-08-27 18:18:02.107813,2026-08-30 18:00:00,71.69941449638888,Raipur,25.1,79,4.3,95
2026-08-27 18:18:02.107813,2026-08-30 19:00:00,72.69941449638888,Raipur,24.8,77,2.1,80
2026-08-27 18:18:02.107813,2026-08-30 20:00:00,73.6994144963889,Raipur,24.6,75,3.4,81
2026-08-27 18:18:02.107813,2026-08-30 21:00:00,74.6994144963889,Raipur,24.6,73,4.0,81
2026-08-27 18:18:02.107813,2026-08-30 22:00:00,75.6994144963889,Raipur,24.5,72,6.3,81
2026-08-27 18:18:02.107813,2026-08-30 23:00:00,76.6994144963889,Raipur,24.2,71,2.7,81
2026-08-27 18:18:02.107813,2026-08-31 00:00:00,77.6994144963889,Raipur,24.3,71,1.6,80
2026-08-27 18:18:02.107813,2026-08-31 01:00:00,78.6994144963889,Raipur,24.3,73,2.0,80
2026-08-27 18:18:02.107813,2026-08-31 02:00:00,79.6994144963889,Raipur,24.2,73,1.2,55
2026-08-27 18:18:02.107813,2026-08-31 03:00:00,80.6994144963889,Raipur,24.2,72,1.5,80
2026-08-27 18:18:02.107813,2026-08-31 04:00:00,81.6994144963889,Raipur,24.2,70,2.0,80
2026-08-27 18:18:02.107813,2026-08-31 05:00:00,82.6994144963889,Raipur,24.0,69,2.4,80
2026-08-27 18:18:02.107813,2026-08-31 06:00:00,83.6994144963889,Raipur,24.0,70,3.1,81
2026-08-27 18:18:02.107813,2026-08-31 07:00:00,84.6994144963889,Raipur,24.0,71,3.1,81
2026-08-27 18:18:02.107813,2026-08-31 08:00:00,85.6994144963889,Raipur,24.1,73,3.1,81
2026-08-27 18:18:02.107813,2026-08-31 09:00:00,86.6994144963889,Raipur,24.5,74,0.8,53
2026-08-27 18:18:02.107813,2026-08-31 10:00:00,87.6994144963889,Raipur,25.0,76,0.8,53
2026-08-27 18:18:02.107813,2026-08-31 11:00:00,88.6994144963889,Raipur,25.3,76,0.8,53
2026-08-27 18:18:02.107813,2026-08-31 12:00:00,89.6994144963889,Raipur,25.4,74,2.1,80
2026-08-27 18:18:02.107813,2026-08-31 13:00:00,90.6994144963889,Raipur,25.2,71,2.1,80
2026-08-27 18:18:02.107813,2026-08-31 14:00:00,91.6994144963889,Raipur,25.1,69,2.1,80
2026-08-27 18:18:02.107813,2026-08-31 15:00:00,92.6994144963889,Raipur,24.9,69,1.4,80
2026-08-27 18:18:02.107813,2026-08-31 16:00:00,93.6994144963889,Raipur,24.8,69,1.4,80
2026-08-27 18:18:02.107813,2026-08-31 17:00:00,94.6994144963889,Raipur,24.6,69,1.4,80
2026-08-27 18:18:02.107813,2026-08-31 18:00:00,95.6994144963889,Raipur,24.5,66,1.6,80
2026-08-27 18:18:02.107813,2026-08-31 19:00:00,96.6994144963889,Raipur,24.4,62,1.6,80
2026-08-27 18:18:02.107813,2026-08-31 20:00:00,97.6994144963889,Raipur,24.2,59,1.6,80
2026-08-27 18:18:02.107813,2026-08-31 21:00:00,98.6994144963889,Raipur,24.1,58,0.6,53
2026-08-27 18:18:02.107813,2026-08-31 22:00:00,99.6994144963889,Raipur,23.9,59,0.6,53
2026-08-27 18:18:02.107813,2026-08-31 23:00:00,100.6994144963889,Raipur,23.8,59,0.6,53
2026-08-27 18:18:02.107813,2026-09-01 00:00:00,101.6994144963889,Raipur,23.8,58,0.4,51
2026-08-27 18:18:02.107813,2026-09-01 01:00:00,102.6994144963889,Raipur,23.7,56,0.4,51
2026-08-27 18:18:02.107813,2026-09-01 02:00:00,103.6994144963889,Raipur,23.7,53,0.4,51
2026-08-27 18:18:02.107813,2026-09-01 03:00:00,104.6994144963889,Raipur,23.6,50,1.3,80
2026-08-27 18:18:02.107813,2026-09-01 04:00:00,105.6994144963889,Raipur,23.6,46,1.3,80
2026-08-27 18:18:02.107813,2026-09-01 05:00:00,106.6994144963889,Raipur,23.7,43,1.3,80
2026-08-27 18:18:02.107813,2026-09-01 06:00:00,107.6994144963889,Raipur,23.8,41,0.6,53
2026-08-27 18:18:02.107813,2026-09-01 07:00:00,108.6994144963889,Raipur,24.0,41,0.6,53
2026-08-27 18:18:02.107813,2026-09-01 08:00:00,109.6994144963889,Raipur,24.4,41,0.6,53
2026-08-27 18:18:02.107813,2026-09-01 09:00:00,110.6994144963889,Raipur,24.9,42,0.2,51
2026-08-27 18:18:02.107813,2026-09-01 10:00:00,111.6994144963889,Raipur,25.5,44,0.2,51
2026-08-27 18:18:02.107813,2026-09-01 11:00:00,112.6994144963889,Raipur,26.0,47,0.2,51
2026-08-27 18:18:02.107813,2026-09-01 12:00:00,113.6994144963889,Raipur,26.3,51,0.5,53
2026-08-27 18:18:02.107813,2026-09-01 13:00:00,114.6994144963889,Raipur,26.5,55,0.5,53
2026-08-27 18:18:02.107813,2026-09-01 14:00:00,115.6994144963889,Raipur,26.6,57,0.5,53
2026-08-27 18:18:02.107813,2026-09-01 15:00:00,116.6994144963889,Raipur,26.6,55,0.2,51
2026-08-27 18:18:02.107813,2026-09-01 16:00:00,117.6994144963889,Raipur,26.5,51,0.2,51
2026-08-27 18:18:02.107813,2026-09-01 17:00:00,118.6994144963889,Raipur,26.3,47,0.2,51
2026-08-27 18:18:02.107813,2026-09-01 18:00:00,119.6994144963889,Raipur,26.0,43,0.1,51
2026-08-27 18:18:02.107813,2026-09-01 19:00:00,120.6994144963889,Raipur,25.5,39,0.1,51
2026-08-27 18:18:02.107813,2026-09-01 20:00:00,121.6994144963889,Raipur,25.1,37,0.1,51
2026-08-27 18:18:02.107813,2026-09-01 21:00:00,122.6994144963889,Raipur,24.8,38,0.4,51
2026-08-27 18:18:02.107813,2026-09-01 22:00:00,123.6994144963889,Raipur,24.6,41,0.4,51
2026-08-27 18:18:02.107813,2026-09-01 23:00:00,124.6994144963889,Raipur,24.4,43,0.4,51
2026-08-27 18:18:02.107813,2026-09-02 00:00:00,125.6994144963889,Raipur,24.2,44,1.9,80
2026-08-27 18:18:02.107813,2026-09-02 01:00:00,126.6994144963889,Raipur,24.2,44,1.9,80
2026-08-27 18:18:02.107813,2026-09-02 02:00:00,127.6994144963889,Raipur,24.1,45,1.9,80
2026-08-27 18:18:02.107813,2026-09-02 03:00:00,128.6994144963889,Raipur,24.0,46,7.0,81
2026-08-27 18:18:02.107813,2026-09-02 04:00:00,129.6994144963889,Raipur,23.9,47,7.0,81
2026-08-27 18:18:02.107813,2026-09-02 05:00:00,130.6994144963889,Raipur,23.9,47,7.0,81
2026-08-27 18:18:02.107813,2026-09-02 06:00:00,131.6994144963889,Raipur,23.9,46,5.6,81
2026-08-27 18:18:02.107813,2026-09-02 07:00:00,132.6994144963889,Raipur,24.0,44,5.6,81
2026-08-27 18:18:02.107813,2026-09-02 08:00:00,133.6994144963889,Raipur,24.1,43,5.6,81
2026-08-27 18:18:02.107813,2026-09-02 09:00:00,134.6994144963889,Raipur,24.5,42,0.7,53
2026-08-27 18:18:02.107813,2026-09-02 10:00:00,135.6994144963889,Raipur,25.0,40,0.7,53
2026-08-27 18:18:02.107813,2026-09-02 11:00:00,136.6994144963889,Raipur,25.4,41,0.7,53
2026-08-27 18:18:02.107813,2026-09-02 12:00:00,137.6994144963889,Raipur,27.4,44,0.1,51
2026-08-27 18:18:02.107813,2026-09-02 13:00:00,138.6994144963889,Raipur,27.3,49,0.1,51
2026-08-27 18:18:02.107813,2026-09-02 14:00:00,139.6994144963889,Raipur,27.1,54,0.1,51
2026-08-27 18:18:02.107813,2026-09-02 15:00:00,140.6994144963889,Raipur,26.8,59,0.1,51
2026-08-27 18:18:02.107813,2026-09-02 16:00:00,141.6994144963889,Raipur,26.4,63,0.1,51
2026-08-27 18:18:02.107813,2026-09-02 17:00:00,142.6994144963889,Raipur,26.2,65,0.1,51
2026-08-27 18:18:02.107813,2026-09-02 18:00:00,143.6994144963889,Raipur,25.9,63,0.0,3
2026-08-27 18:18:02.107813,2026-09-02 19:00:00,144.6994144963889,Raipur,25.6,58,0.0,3
2026-08-27 18:18:02.107813,2026-09-02 20:00:00,145.6994144963889,Raipur,25.3,53,0.0,3
2026-08-27 18:18:02.107813,2026-09-02 21:00:00,146.6994144963889,Raipur,25.0,47,0.0,3
2026-08-27 18:18:02.107813,2026-09-02 22:00:00,147.6994144963889,Raipur,24.8,41,0.0,3
2026-08-27 18:18:02.107813,2026-09-02 23:00:00,148.6994144963889,Raipur,24.6,37,0.0,3
